country,president,year,mentions
Germany,"Joseph R. Biden, Jr.",2022,92
Germany,"Joseph R. Biden, Jr.",2023,71
Germany,"Joseph R. Biden, Jr.",2024,68
Germany,Lyndon B. Johnson,1963,15
Germany,Lyndon B. Johnson,1964,35
Germany,Lyndon B. Johnson,1965,10
Germany,Lyndon B. Johnson,1966,21
Germany,Lyndon B. Johnson,1967,16
Germany,Lyndon B. Johnson,1968,4
Germany,Richard Nixon,1969,6
Germany,Richard Nixon,1970,5
Germany,Richard Nixon,1971,6
Germany,Richard Nixon,1972,6
Germany,Richard Nixon,1973,6
Germany,Richard Nixon,1974,5
Germany,Ronald Reagan,1981,21
Germany,Ronald Reagan,1982,21
Germany,Ronald Reagan,1983,25
Germany,Ronald Reagan,1984,8
Germany,Ronald Reagan,1985,49
Germany,Ronald Reagan,1986,13
Germany,Ronald Reagan,1987,34
Germany,Ronald Reagan,1988,35
Germany,Ronald Reagan,1989,1
Germany,Theodore Roosevelt,1902,1
Germany,Theodore Roosevelt,1903,3
Germany,Theodore Roosevelt,1904,4
Germany,Theodore Roosevelt,1905,6
Germany,Theodore Roosevelt,1912,3
Germany,Warren G. Harding,1923,10
Germany,William Howard Taft,1909,3
Germany,William Howard Taft,1912,1
Germany,William J. Clinton,1992,1
Germany,William J. Clinton,1993,101
Germany,William J. Clinton,1994,146
Germany,William J. Clinton,1995,60
Germany,William J. Clinton,1996,31
Germany,William J. Clinton,1997,30
Germany,William J. Clinton,1998,55
Germany,William J. Clinton,1999,89
Germany,William J. Clinton,2000,34
Germany,Woodrow Wilson,1917,46
Germany,Woodrow Wilson,1918,30
Germany,Woodrow Wilson,1919,439
Ghana,Barack Obama,2009,60
Ghana,Barack Obama,2010,9
Ghana,Barack Obama,2011,5
Ghana,Barack Obama,2012,17
Ghana,Barack Obama,2013,7
Ghana,Barack Obama,2014,4
Ghana,Barack Obama,2015,1
Ghana,Barack Obama,2016,1
Ghana,Donald J. Trump (1st Term),2017,1
Ghana,Dwight D. Eisenhower,1959,2
Ghana,George Bush,1989,1
Ghana,George Bush,1993,1
Ghana,George W. Bush,2001,2
Ghana,George W. Bush,2003,5
Ghana,George W. Bush,2004,1
Ghana,George W. Bush,2005,2
Ghana,George W. Bush,2006,6
Ghana,George W. Bush,2008,89
Ghana,Gerald R. Ford,1976,2
Ghana,Jimmy Carter,1978,1
Ghana,John F. Kennedy,1961,6
Ghana,"Joseph R. Biden, Jr.",2024,2
Ghana,Lyndon B. Johnson,1965,1
Ghana,Lyndon B. Johnson,1967,2
Ghana,Richard Nixon,1969,1
Ghana,Richard Nixon,1970,3
Ghana,Richard Nixon,1972,4
Ghana,Ronald Reagan,1983,5
Ghana,Ronald Reagan,1987,2
Ghana,William J. Clinton,1996,3
Ghana,William J. Clinton,1997,2
Ghana,William J. Clinton,1998,43
Ghana,William J. Clinton,1999,47
Ghana,William J. Clinton,2000,5
Gibraltar,Donald J. Trump (1st Term),2019,1
Gibraltar,George Bush,1992,1
Gibraltar,John F. Kennedy,1962,1
Greece,Barack Obama,2009,10
Greece,Barack Obama,2010,14
Greece,Barack Obama,2011,27
Greece,Barack Obama,2012,22
Greece,Barack Obama,2013,12
Greece,Barack Obama,2015,27
Greece,Barack Obama,2016,103
Greece,Calvin Coolidge,1924,2
Greece,Calvin Coolidge,1925,1
Greece,Donald J. Trump (1st Term),2017,68
Greece,Donald J. Trump (1st Term),2018,3
Greece,Donald J. Trump (1st Term),2019,4
Greece,Donald J. Trump (1st Term),2020,19
Greece,Donald J. Trump (2nd Term),2025,24
Greece,Dwight D. Eisenhower,1953,8
Greece,Dwight D. Eisenhower,1954,1
Greece,Dwight D. Eisenhower,1955,1
Greece,Dwight D. Eisenhower,1956,1
Greece,Dwight D. Eisenhower,1957,6
Greece,Dwight D. Eisenhower,1958,3
Greece,Dwight D. Eisenhower,1959,6
Greece,Dwight D. Eisenhower,1960,5
Greece,Franklin D. Roosevelt,1933,1
Greece,Franklin D. Roosevelt,1939,1
Greece,Franklin D. Roosevelt,1940,2
Greece,Franklin D. Roosevelt,1941,9
Greece,Franklin D. Roosevelt,1942,1
Greece,Franklin D. Roosevelt,1943,5
Greece,Franklin D. Roosevelt,1944,3
Greece,Franklin D. Roosevelt,1945,2
Greece,George Bush,1989,2
Greece,George Bush,1990,11
Greece,George Bush,1991,134
Greece,George Bush,1992,7
Greece,George W. Bush,2001,13
Greece,George W. Bush,2002,16
Greece,George W. Bush,2003,3
Greece,George W. Bush,2004,4
Greece,George W. Bush,2005,3
Greece,George W. Bush,2006,16
Greece,George W. Bush,2007,11
Greece,George W. Bush,2008,14
Greece,Gerald R. Ford,1974,18
Greece,Gerald R. Ford,1975,25
Greece,Gerald R. Ford,1976,26
Greece,Herbert Hoover,1929,1
Greece,Herbert Hoover,1931,1
Greece,Jimmy Carter,1977,8
Greece,Jimmy Carter,1978,36
Greece,Jimmy Carter,1979,3
Greece,Jimmy Carter,1980,29
Greece,John F. Kennedy,1961,15
Greece,John F. Kennedy,1962,16
Greece,John F. Kennedy,1963,5
Greece,"Joseph R. Biden, Jr.",2021,2
Greece,"Joseph R. Biden, Jr.",2022,36
Greece,"Joseph R. Biden, Jr.",2023,12
Greece,"Joseph R. Biden, Jr.",2024,11
Greece,Lyndon B. Johnson,1964,45
Greece,Lyndon B. Johnson,1965,11
Greece,Lyndon B. Johnson,1966,12
Greece,Lyndon B. Johnson,1967,8
Greece,Lyndon B. Johnson,1968,2
Greece,Richard Nixon,1971,4
Greece,Richard Nixon,1972,5
Greece,Richard Nixon,1974,6
Greece,Ronald Reagan,1981,2
Greece,Ronald Reagan,1982,4
Greece,Ronald Reagan,1983,4
Greece,Ronald Reagan,1984,7
Greece,Ronald Reagan,1985,2
Greece,Ronald Reagan,1986,8
Greece,Ronald Reagan,1987,17
Greece,Ronald Reagan,1988,5
Greece,Theodore Roosevelt,1902,1
Greece,Theodore Roosevelt,1903,5
Greece,William Henry Harrison,1841,1
Greece,William J. Clinton,1993,14
Greece,William J. Clinton,1994,39
Greece,William J. Clinton,1995,4
Greece,William J. Clinton,1996,80
Greece,William J. Clinton,1997,15
Greece,William J. Clinton,1998,10
Greece,William J. Clinton,1999,124
Greece,William J. Clinton,2000,12
Greece,Woodrow Wilson,1919,4
Greenland,Barack Obama,2014,1
Greenland,Barack Obama,2016,2
Greenland,Calvin Coolidge,1925,2
Greenland,Donald J. Trump (1st Term),2018,1
Greenland,Donald J. Trump (1st Term),2019,11
Greenland,Donald J. Trump (2nd Term),2025,89
Greenland,Donald J. Trump (2nd Term),2026,29
Greenland,Dwight D. Eisenhower,1957,1
Greenland,Franklin D. Roosevelt,1938,1
Greenland,Franklin D. Roosevelt,1940,2
Greenland,Franklin D. Roosevelt,1941,24
Greenland,Franklin D. Roosevelt,1942,1
Greenland,George W. Bush,2004,1
Grenada,Barack Obama,2013,1
Grenada,George Bush,1990,1
Grenada,George Bush,1991,1
Grenada,George W. Bush,2006,1
Grenada,George W. Bush,2008,1
Grenada,Jimmy Carter,1977,3
Grenada,Jimmy Carter,1980,2
Grenada,Ronald Reagan,1982,2
Grenada,Ronald Reagan,1983,88
Grenada,Ronald Reagan,1984,187
Grenada,Ronald Reagan,1985,18
Grenada,Ronald Reagan,1986,71
Grenada,Ronald Reagan,1987,13
Grenada,Ronald Reagan,1988,60
Grenada,Ronald Reagan,1989,2
Grenada,William J. Clinton,1993,1
Grenada,William J. Clinton,1994,6
Grenada,William J. Clinton,1996,1
Grenada,William J. Clinton,1999,2
Grenada,William J. Clinton,2000,1
Guadeloupe,Franklin D. Roosevelt,1941,2
Guadeloupe,Jimmy Carter,1980,1
Guam,Barack Obama,2009,2
Guam,Barack Obama,2010,1
Guam,Barack Obama,2011,1
Guam,Barack Obama,2014,1
Guam,Barack Obama,2015,1
Guam,Barack Obama,2016,1
Guam,Calvin Coolidge,1926,1
Guam,Donald J. Trump (1st Term),2017,9
Guam,Donald J. Trump (1st Term),2018,12
Guam,Donald J. Trump (1st Term),2019,3
Guam,Donald J. Trump (1st Term),2020,1
Guam,Donald J. Trump (2nd Term),2025,9
Guam,Franklin D. Roosevelt,1941,2
Guam,Franklin D. Roosevelt,1942,2
Guam,Franklin D. Roosevelt,1944,4
Guam,George Bush,1990,1
Guam,George Bush,1991,2
Guam,George Bush,1992,3
Guam,George W. Bush,2001,1
Guam,George W. Bush,2002,2
Guam,George W. Bush,2003,2
Guam,George W. Bush,2004,2
Guam,George W. Bush,2005,2
Guam,George W. Bush,2007,1
Guam,George W. Bush,2008,1
Guam,Gerald R. Ford,1975,1
Guam,Gerald R. Ford,1976,1
Guam,Jimmy Carter,1980,2
Guam,"Joseph R. Biden, Jr.",2022,2
Guam,"Joseph R. Biden, Jr.",2023,1
Guam,Lyndon B. Johnson,1966,2
Guam,Lyndon B. Johnson,1967,15
Guam,Lyndon B. Johnson,1968,3
Guam,Richard Nixon,1969,16
Guam,Richard Nixon,1970,2
Guam,Richard Nixon,1971,2
Guam,Richard Nixon,1972,2
Guam,Ronald Reagan,1983,2
Guam,Ronald Reagan,1984,13
Guam,Ronald Reagan,1986,14
Guam,Ronald Reagan,1988,1
Guam,Warren G. Harding,1922,1
Guam,William J. Clinton,1995,1
Guam,William J. Clinton,1996,2
Guam,William J. Clinton,1997,1
Guam,William J. Clinton,1998,40
Guam,William J. Clinton,1999,4
Guatemala,Barack Obama,2009,2
Guatemala,Barack Obama,2010,1
Guatemala,Barack Obama,2011,4
Guatemala,Barack Obama,2012,3
Guatemala,Barack Obama,2013,2
Guatemala,Barack Obama,2014,7
Guatemala,Barack Obama,2016,4
Guatemala,Barack Obama,2017,1
Guatemala,Donald J. Trump (1st Term),2018,18
Guatemala,Donald J. Trump (1st Term),2019,116
Guatemala,Donald J. Trump (1st Term),2020,32
Guatemala,Donald J. Trump (1st Term),2021,4
Guatemala,Donald J. Trump (2nd Term),2025,4
Guatemala,Dwight D. Eisenhower,1954,25
Guatemala,Dwight D. Eisenhower,1956,5
Guatemala,Dwight D. Eisenhower,1957,3
Guatemala,Dwight D. Eisenhower,1958,1
Guatemala,Dwight D. Eisenhower,1959,1
Guatemala,George Bush,1989,3
Guatemala,George Bush,1990,1
Guatemala,George Bush,1991,1
Guatemala,George Bush,1992,1
Guatemala,George Bush,1993,1
Guatemala,George W. Bush,2002,2
Guatemala,George W. Bush,2004,4
Guatemala,George W. Bush,2005,1
Guatemala,George W. Bush,2006,2
Guatemala,George W. Bush,2007,64
Guatemala,George W. Bush,2008,7
Guatemala,Gerald R. Ford,1976,3
Guatemala,Herbert Hoover,1929,1
Guatemala,Jimmy Carter,1977,3
Guatemala,Jimmy Carter,1978,3
Guatemala,Jimmy Carter,1979,1
Guatemala,John F. Kennedy,1962,1
Guatemala,John F. Kennedy,1963,5
Guatemala,"Joseph R. Biden, Jr.",2021,11
Guatemala,"Joseph R. Biden, Jr.",2022,3
Guatemala,"Joseph R. Biden, Jr.",2023,3
Guatemala,Lyndon B. Johnson,1965,1
Guatemala,Lyndon B. Johnson,1966,1
Guatemala,Lyndon B. Johnson,1968,7
Guatemala,Ronald Reagan,1982,5
Guatemala,Ronald Reagan,1983,11
Guatemala,Ronald Reagan,1984,3
Guatemala,Ronald Reagan,1985,8
Guatemala,Ronald Reagan,1986,12
Guatemala,Ronald Reagan,1987,42
Guatemala,Ronald Reagan,1988,29
Guatemala,Warren G. Harding,1923,1
Guatemala,William J. Clinton,1993,12
Guatemala,William J. Clinton,1994,1
Guatemala,William J. Clinton,1995,6
Guatemala,William J. Clinton,1996,2
Guatemala,William J. Clinton,1997,8
Guatemala,William J. Clinton,1998,14
Guatemala,William J. Clinton,1999,25
Guatemala,William J. Clinton,2000,5
Guernsey,George W. Bush,2008,4
Guinea,Barack Obama,2010,3
Guinea,Barack Obama,2011,1
Guinea,Barack Obama,2014,22
Guinea,Barack Obama,2015,7
Guinea,Barack Obama,2016,1
Guinea,Donald J. Trump (1st Term),2017,2
Guinea,Donald J. Trump (1st Term),2018,1
Guinea,Donald J. Trump (2nd Term),2025,1
Guinea,Dwight D. Eisenhower,1959,1
Guinea,George W. Bush,2006,1
Guinea,George W. Bush,2007,1
Guinea,Gerald R. Ford,1975,2
Guinea,John F. Kennedy,1962,1
Guinea,William J. Clinton,1993,1
Guinea,William J. Clinton,1999,2
Guyana,Barack Obama,2015,1
Guyana,Barack Obama,2016,1
Guyana,Donald J. Trump (2nd Term),2025,1
Guyana,George W. Bush,2003,1
Guyana,George W. Bush,2007,3
Guyana,George W. Bush,2008,2
Guyana,Jimmy Carter,1978,1
Guyana,Jimmy Carter,1979,3
Guyana,Lyndon B. Johnson,1966,3
Guyana,William J. Clinton,1993,1
Guyana,William J. Clinton,1997,5
Guyana,William J. Clinton,1998,1
Haiti,Barack Obama,2009,3
Haiti,Barack Obama,2010,107
Haiti,Barack Obama,2011,15
Haiti,Barack Obama,2012,3
Haiti,Barack Obama,2013,4
Haiti,Barack Obama,2014,12
Haiti,Barack Obama,2015,11
Haiti,Barack Obama,2016,12
Haiti,Barack Obama,2017,1
Haiti,Calvin Coolidge,1925,1
Haiti,Calvin Coolidge,1928,2
Haiti,Donald J. Trump (1st Term),2019,5
Haiti,Donald J. Trump (1st Term),2020,4
Haiti,Donald J. Trump (2nd Term),2025,5
Haiti,Dwight D. Eisenhower,1955,1
Haiti,Franklin D. Roosevelt,1934,4
Haiti,Franklin D. Roosevelt,1935,3
Haiti,Franklin D. Roosevelt,1936,1
Haiti,Franklin D. Roosevelt,1941,1
Haiti,Franklin D. Roosevelt,1942,2
Haiti,Franklin D. Roosevelt,1943,16
Haiti,George Bush,1989,3
Haiti,George Bush,1990,6
Haiti,George Bush,1991,37
Haiti,George Bush,1992,32
Haiti,George Bush,1993,3
Haiti,George W. Bush,2001,1
Haiti,George W. Bush,2002,1
Haiti,George W. Bush,2003,3
Haiti,George W. Bush,2004,45
Haiti,George W. Bush,2005,10
Haiti,George W. Bush,2006,3
Haiti,George W. Bush,2007,31
Haiti,George W. Bush,2008,1
Haiti,Herbert Hoover,1929,2
Haiti,Herbert Hoover,1930,19
Haiti,Herbert Hoover,1931,1
Haiti,Jimmy Carter,1980,11
Haiti,John F. Kennedy,1963,2
Haiti,"Joseph R. Biden, Jr.",2021,13
Haiti,"Joseph R. Biden, Jr.",2022,2
Haiti,"Joseph R. Biden, Jr.",2023,49
Haiti,"Joseph R. Biden, Jr.",2024,44
Haiti,Richard Nixon,1969,1
Haiti,Ronald Reagan,1980,1
Haiti,Ronald Reagan,1983,1
Haiti,Ronald Reagan,1985,1
Haiti,Ronald Reagan,1986,16
Haiti,Ronald Reagan,1987,1
Haiti,Ronald Reagan,1988,5
Haiti,Warren G. Harding,1923,2
Haiti,William J. Clinton,1992,1
Haiti,William J. Clinton,1993,231
Haiti,William J. Clinton,1994,525
Haiti,William J. Clinton,1995,190
Haiti,William J. Clinton,1996,121
Haiti,William J. Clinton,1997,62
Haiti,William J. Clinton,1998,32
Haiti,William J. Clinton,1999,23
Haiti,William J. Clinton,2000,24
Haiti,William J. Clinton,2001,3
Honduras,Barack Obama,2009,20
Honduras,Barack Obama,2010,5
Honduras,Barack Obama,2011,10
Honduras,Barack Obama,2014,4
Honduras,Barack Obama,2015,2
Honduras,Barack Obama,2016,3
Honduras,Donald J. Trump (1st Term),2018,38
Honduras,Donald J. Trump (1st Term),2019,66
Honduras,Donald J. Trump (1st Term),2020,36
Honduras,Donald J. Trump (1st Term),2021,4
Honduras,Donald J. Trump (2nd Term),2025,9
Honduras,Donald J. Trump (2nd Term),2026,2
Honduras,George Bush,1989,12
Honduras,George Bush,1990,14
Honduras,George Bush,1991,1
Honduras,George W. Bush,2001,1
Honduras,George W. Bush,2003,2
Honduras,George W. Bush,2004,8
Honduras,George W. Bush,2005,5
Honduras,George W. Bush,2006,3
Honduras,George W. Bush,2007,3
Honduras,George W. Bush,2008,3
Honduras,Herbert Hoover,1929,2
Honduras,Herbert Hoover,1931,3
Honduras,Jimmy Carter,1977,12
Honduras,Jimmy Carter,1980,1
Honduras,John F. Kennedy,1962,5
Honduras,John F. Kennedy,1963,5
Honduras,"Joseph R. Biden, Jr.",2021,9
Honduras,"Joseph R. Biden, Jr.",2022,1
Honduras,"Joseph R. Biden, Jr.",2023,4
Honduras,Lyndon B. Johnson,1965,1
Honduras,Lyndon B. Johnson,1968,5
Honduras,Richard Nixon,1969,2
Honduras,Ronald Reagan,1982,23
Honduras,Ronald Reagan,1983,37
Honduras,Ronald Reagan,1984,18
Honduras,Ronald Reagan,1985,46
Honduras,Ronald Reagan,1986,33
Honduras,Ronald Reagan,1987,4
Honduras,Ronald Reagan,1988,13
Honduras,Warren G. Harding,1923,1
Honduras,William J. Clinton,1993,3
Honduras,William J. Clinton,1996,1
Honduras,William J. Clinton,1997,2
Honduras,William J. Clinton,1998,13
Honduras,William J. Clinton,1999,16
Honduras,William J. Clinton,2000,9
Hong Kong,Barack Obama,2009,2
Hong Kong,Barack Obama,2013,2
Hong Kong,Barack Obama,2014,15
Hong Kong,Barack Obama,2015,2
Hong Kong,Donald J. Trump (1st Term),2018,1
Hong Kong,Donald J. Trump (1st Term),2019,77
Hong Kong,Donald J. Trump (1st Term),2020,59
Hong Kong,Donald J. Trump (2nd Term),2025,3
Hong Kong,Dwight D. Eisenhower,1954,2
Hong Kong,Dwight D. Eisenhower,1955,1
Hong Kong,Dwight D. Eisenhower,1959,1
Hong Kong,Franklin D. Roosevelt,1938,1
Hong Kong,Franklin D. Roosevelt,1941,1
Hong Kong,George Bush,1989,10
Hong Kong,George Bush,1990,12
Hong Kong,George Bush,1991,9
Hong Kong,George Bush,1992,3
Hong Kong,George W. Bush,2002,1
Hong Kong,George W. Bush,2005,5
Hong Kong,George W. Bush,2008,3
Hong Kong,Jimmy Carter,1977,1
Hong Kong,Jimmy Carter,1978,1
Hong Kong,Jimmy Carter,1979,1
Hong Kong,John F. Kennedy,1962,8
Hong Kong,"Joseph R. Biden, Jr.",2021,9
Hong Kong,"Joseph R. Biden, Jr.",2023,1
Hong Kong,Richard Nixon,1969,1
Hong Kong,Richard Nixon,1971,5
Hong Kong,Ronald Reagan,1981,1
Hong Kong,Ronald Reagan,1985,1
Hong Kong,Ronald Reagan,1986,1
Hong Kong,Ronald Reagan,1987,1
Hong Kong,Ronald Reagan,1988,2
Hong Kong,William Howard Taft,1909,1
Hong Kong,William J. Clinton,1993,3
Hong Kong,William J. Clinton,1994,4
Hong Kong,William J. Clinton,1996,6
Hong Kong,William J. Clinton,1997,61
Hong Kong,William J. Clinton,1998,62
Hong Kong,William J. Clinton,1999,9
Hong Kong,William J. Clinton,2000,17
Hong Kong,William J. Clinton,2001,1
Hungary,Barack Obama,2009,1
Hungary,Barack Obama,2013,1
Hungary,Barack Obama,2014,1
Hungary,Barack Obama,2016,2
Hungary,Calvin Coolidge,1924,1
Hungary,Donald J. Trump (1st Term),2017,1
Hungary,Donald J. Trump (1st Term),2018,2
Hungary,Donald J. Trump (1st Term),2019,7
Hungary,Donald J. Trump (1st Term),2024,2
Hungary,Donald J. Trump (2nd Term),2025,61
Hungary,Dwight D. Eisenhower,1954,1
Hungary,Dwight D. Eisenhower,1956,19
Hungary,Dwight D. Eisenhower,1957,11
Hungary,Dwight D. Eisenhower,1958,2
Hungary,Franklin D. Roosevelt,1936,1
Hungary,Franklin D. Roosevelt,1939,1
Hungary,Franklin D. Roosevelt,1941,1
Hungary,Franklin D. Roosevelt,1942,2
Hungary,George Bush,1989,295
Hungary,George Bush,1990,63
Hungary,George Bush,1991,13
Hungary,George Bush,1992,16
Hungary,George W. Bush,2001,3
Hungary,George W. Bush,2002,2
Hungary,George W. Bush,2003,1
Hungary,George W. Bush,2004,14
Hungary,George W. Bush,2005,21
Hungary,George W. Bush,2006,43
Hungary,George W. Bush,2007,4
Hungary,George W. Bush,2008,5
Hungary,Gerald R. Ford,1976,2
Hungary,Herbert Hoover,1929,1
Hungary,Herbert Hoover,1931,1
Hungary,Herbert Hoover,1932,2
Hungary,Jimmy Carter,1977,2
Hungary,Jimmy Carter,1978,1
Hungary,Jimmy Carter,1979,3
Hungary,Jimmy Carter,1980,5
Hungary,John F. Kennedy,1961,3
Hungary,John F. Kennedy,1962,2
Hungary,John F. Kennedy,1963,3
Hungary,"Joseph R. Biden, Jr.",2021,1
Hungary,"Joseph R. Biden, Jr.",2022,6
Hungary,"Joseph R. Biden, Jr.",2023,3
Hungary,"Joseph R. Biden, Jr.",2024,11
Hungary,Lyndon B. Johnson,1964,1
Hungary,Lyndon B. Johnson,1966,2
Hungary,Lyndon B. Johnson,1967,2
Hungary,Richard Nixon,1969,1
Hungary,Richard Nixon,1970,1
Hungary,Richard Nixon,1972,2
Hungary,Richard Nixon,1973,1
Hungary,Ronald Reagan,1981,1
Hungary,Ronald Reagan,1982,6
Hungary,Ronald Reagan,1983,2
Hungary,Ronald Reagan,1984,3
Hungary,Ronald Reagan,1986,4
Hungary,Ronald Reagan,1987,1
Hungary,Ronald Reagan,1988,16
Hungary,Theodore Roosevelt,1905,1
Hungary,William Howard Taft,1909,1
Hungary,William J. Clinton,1993,3
Hungary,William J. Clinton,1994,11
Hungary,William J. Clinton,1995,4
Hungary,William J. Clinton,1996,20
Hungary,William J. Clinton,1997,25
Hungary,William J. Clinton,1998,55
Hungary,William J. Clinton,1999,48
Hungary,William J. Clinton,2000,2
Hungary,Woodrow Wilson,1917,6
Hungary,Woodrow Wilson,1919,15
Iceland,Barack Obama,2009,2
Iceland,Barack Obama,2010,3
Iceland,Barack Obama,2013,1
Iceland,Barack Obama,2016,8
Iceland,Calvin Coolidge,1925,3
Iceland,Donald J. Trump (1st Term),2019,1
Iceland,Dwight D. Eisenhower,1954,1
Iceland,Dwight D. Eisenhower,1956,1
Iceland,Franklin D. Roosevelt,1938,1
Iceland,Franklin D. Roosevelt,1939,2
Iceland,Franklin D. Roosevelt,1940,1
Iceland,Franklin D. Roosevelt,1941,14
Iceland,Franklin D. Roosevelt,1942,1
Iceland,Franklin D. Roosevelt,1943,2
Iceland,Franklin D. Roosevelt,1944,26
Iceland,George Bush,1989,2
Iceland,George Bush,1991,6
Iceland,George W. Bush,2004,8
Iceland,George W. Bush,2006,1
Iceland,George W. Bush,2007,1
Iceland,Herbert Hoover,1929,2
Iceland,"Joseph R. Biden, Jr.",2021,1
Iceland,"Joseph R. Biden, Jr.",2022,2
Iceland,"Joseph R. Biden, Jr.",2023,2
Iceland,Lyndon B. Johnson,1964,2
Iceland,Lyndon B. Johnson,1967,6
Iceland,Richard Nixon,1973,2
Iceland,Richard Nixon,1974,1
Iceland,Ronald Reagan,1982,4
Iceland,Ronald Reagan,1985,1
Iceland,Ronald Reagan,1986,138
Iceland,Ronald Reagan,1987,8
Iceland,Ronald Reagan,1988,9
Iceland,William J. Clinton,1995,1
Iceland,William J. Clinton,1997,3
Iceland,William J. Clinton,1998,1
Iceland,William J. Clinton,1999,1
Iceland,William J. Clinton,2000,1
India,Barack Obama,2009,106
India,Barack Obama,2010,387
India,Barack Obama,2011,68
India,Barack Obama,2012,39
India,Barack Obama,2013,42
India,Barack Obama,2014,44
India,Barack Obama,2015,186
India,Barack Obama,2016,45
India,Donald J. Trump (1st Term),2017,55
India,Donald J. Trump (1st Term),2018,55
India,Donald J. Trump (1st Term),2019,277
India,Donald J. Trump (1st Term),2020,305
India,Donald J. Trump (2nd Term),2025,533
India,Donald J. Trump (2nd Term),2026,8
India,Dwight D. Eisenhower,1953,4
India,Dwight D. Eisenhower,1954,1
India,Dwight D. Eisenhower,1956,5
India,Dwight D. Eisenhower,1957,1
India,Dwight D. Eisenhower,1958,3
India,Dwight D. Eisenhower,1959,74
India,Dwight D. Eisenhower,1960,4
India,Franklin D. Roosevelt,1942,4
India,Franklin D. Roosevelt,1943,6
India,Franklin D. Roosevelt,1944,7
